mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_max_depth,param_max_features,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
60.01563658714294,2.6162820208559388,0.2776768207550049,0.024241783056270023,,20,log2,"{'class_weight': None, 'max_depth': 20, 'max_features': 'log2'}",0.8236640697202133,0.823189998173878,0.8230087876615915,0.8233439935317082,0.8236590836359614,0.8233731865446705,0.0002582816005104426,7,0.8908257377220722,0.8913914224540458,0.8913613890442361,0.8915531293708594,0.8918386908696386,0.8913940738921704,0.00033077612779778745
69.62629585266113,3.8018141327017796,0.32964215278625486,0.0044924675819775625,,25,log2,"{'class_weight': None, 'max_depth': 25, 'max_features': 'log2'}",0.8249423580026594,0.8246919181234889,0.8242504776846147,0.8249203874242972,0.8251371758046206,0.8247884634079362,0.0003037885641119591,6,0.9395619927244128,0.9401124100321576,0.9398517507967856,0.940077184549084,0.940209115150464,0.9399624906505808,0.00023199830143875964
71.38846392631531,2.9722870226967397,0.40722384452819826,0.00872256942675895,,30,log2,"{'class_weight': None, 'max_depth': 30, 'max_features': 'log2'}",0.8258323025282752,0.8253857735243725,0.8244790889157901,0.8251625234619526,0.8254006729928329,0.8252520722846446,0.0004432037020995214,4,0.9695170202725354,0.969911594053928,0.9695126711207489,0.9695450741140386,0.9695826126370499,0.96961379443966,0.0001509771925000375
75.99640979766846,3.1387468830398015,0.4563706398010254,0.01497495985726317,,35,log2,"{'class_weight': None, 'max_depth': 35, 'max_features': 'log2'}",0.8261781099839545,0.8249769263717217,0.8245123840920174,0.8253716930832755,0.8255873706031652,0.8253252968268269,0.0005621947431686223,3,0.9869182963806324,0.9870914115437297,0.9867271262422479,0.9866960541843234,0.9868400342894015,0.9868545845280672,0.000142643211869097
80.29951758384705,5.366685709540605,0.49506421089172364,0.020028022550814314,,40,log2,"{'class_weight': None, 'max_depth': 40, 'max_features': 'log2'}",0.8256461859426869,0.8249029054152066,0.8242577631938751,0.8250793684214655,0.8250936842206487,0.8249959814387765,0.00044562191208282544,5,0.9958792938494273,0.9959175419202094,0.9958224796877366,0.9955739105393842,0.9956719167808459,0.9957730285555207,0.00012999493456915655
57.919733142852785,3.6536876267630576,0.274278450012207,0.006950062006281504,balanced,20,log2,"{'class_weight': 'balanced', 'max_depth': 20, 'max_features': 'log2'}",0.8219104150326613,0.8220870562686606,0.8222093775038493,0.8218742542276791,0.8214721360508517,0.8219106478167404,0.00025058989772338614,9,0.8811461411392314,0.8814894085648544,0.8824552075656033,0.8820118205803715,0.8814707628814802,0.8817146681463081,0.00046263437304698866
63.41459679603577,2.419699017927025,0.35048689842224123,0.0038850661838292972,balanced,25,log2,"{'class_weight': 'balanced', 'max_depth': 25, 'max_features': 'log2'}",0.8291752425669261,0.8285463272938947,0.8281303360262089,0.8281903397828443,0.8279938126887573,0.8284072116717262,0.00042516276193957836,1,0.9405085643707507,0.9410650546196226,0.9413445420668002,0.9400960835201527,0.9406653829126622,0.9407359254979977,0.00043469695229295623
82.34696173667908,24.11709221769335,0.6663479328155517,0.3466152620178543,balanced,30,log2,"{'class_weight': 'balanced', 'max_depth': 30, 'max_features': 'log2'}",0.8272625435091092,0.8265556655961728,0.8261961968035638,0.826946778748875,0.8266843531690027,0.8267291075653447,0.0003600037785700249,2,0.9745455638344962,0.974587562300307,0.9747136353987795,0.9736984242359779,0.9746584728102573,0.9744407317159636,0.0003756213499406422
132.46196370124818,3.1422510891785556,1.5086920738220215,0.04307363546185074,balanced,35,log2,"{'class_weight': 'balanced', 'max_depth': 35, 'max_features': 'log2'}",0.8237355730991807,0.8232027561560638,0.8223047994845036,0.8231753377843019,0.8233399454415418,0.8231516823931184,0.0004683481823867348,8,0.9896072003701788,0.9896718567688423,0.9897384449832833,0.9898653213898206,0.989915322974232,0.9897596292972715,0.00011558434945401595
134.45724601745604,5.978505458511549,1.576722764968872,0.06782294909683258,balanced,40,log2,"{'class_weight': 'balanced', 'max_depth': 40, 'max_features': 'log2'}",0.8205832007993866,0.8200392605036049,0.8192026203455197,0.8202849606526927,0.820123844917648,0.8200467774437705,0.00046110267054300515,10,0.9968711693473311,0.9969105989207934,0.9967456907801547,0.996763252876316,0.9968398422781252,0.9968261108405441,6.288969215389797e-05
