mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
32.80700674057007,0.4047305252724877,0.5224244594573975,0.011614717603155602,5,sqrt,"{'max_depth': 5, 'max_features': 'sqrt'}",0.7854182092493942,0.7860285536382392,0.7852234648079988,0.7856038839309643,0.7852276756480133,0.785500357454922,0.0002991595469722341,25,0.7852033918912222,0.7859862071462504,0.7856129542186634,0.7855942752427146,0.7857948803950642,0.7856383417787829,0.00025972387058932465
33.81614437103271,0.6671305203737915,0.5298446655273438,0.030904481614093232,5,log2,"{'max_depth': 5, 'max_features': 'log2'}",0.7854182092493942,0.7860285536382392,0.7852234648079988,0.7856038839309643,0.7852276756480133,0.785500357454922,0.0002991595469722341,25,0.7852033918912222,0.7859862071462504,0.7856129542186634,0.7855942752427146,0.7857948803950642,0.7856383417787829,0.00025972387058932465
25.792081022262572,0.7410262146910751,0.5242695331573486,0.019517676729427957,5,2,"{'max_depth': 5, 'max_features': 2}",0.7843644151406794,0.7839059489239093,0.7831645925410597,0.7833368158247159,0.7826474251019403,0.7834838395064609,0.0005961062743973221,29,0.78388355998114,0.7838895114622964,0.783607173111494,0.7833339690955423,0.7833403524959629,0.7836109132292871,0.0002457105528240512
41.17731413841248,2.3049345142130426,0.5093207836151123,0.0069298984201296935,5,4,"{'max_depth': 5, 'max_features': 4}",0.7856026493303951,0.7858085586454844,0.7852495852013559,0.7854692496583475,0.7851401228840389,0.7854540331439244,0.0002401438139659346,27,0.7854047866166645,0.7858080306044428,0.7854876791626466,0.7854680564255094,0.7857001826794636,0.7855737470977454,0.0001536232857686794
58.9242525100708,2.3212006289995433,0.4925525188446045,0.013553915021753744,5,6,"{'max_depth': 5, 'max_features': 6}",0.7841418586114761,0.7840472888315188,0.7832965583328109,0.7838575326943018,0.7830284512156285,0.7836743379371474,0.0004361456995255522,28,0.7839565809940265,0.7841712346232353,0.783487843782575,0.7836722605306223,0.7835525044980817,0.7837680848857081,0.0002577800535966763
74.83726782798767,2.939266640360705,0.4916987419128418,0.007476319972628559,5,8,"{'max_depth': 5, 'max_features': 8}",0.7832673793358198,0.7832885729262492,0.7823308875375725,0.78305005477644,0.7821280754821247,0.7828129940116413,0.0004879301543191543,30,0.7830186596107307,0.7834553525805158,0.7825385948226173,0.7828485186263742,0.7825813721551628,0.7828884995590802,0.00033365342161367756
51.5226411819458,2.133092779415292,0.5101199150085449,0.010032143000781778,10,sqrt,"{'max_depth': 10, 'max_features': 'sqrt'}",0.7917242954540678,0.7914686389575531,0.7913913711298615,0.7915531896559512,0.7908946415787308,0.7914064273552329,0.0002787834125569777,19,0.792942811708541,0.7932252290908006,0.7928742677499537,0.7926291849390603,0.793115456032937,0.7929573899042585,0.0002057002899318973
52.26352829933167,1.9198331115934335,0.5184637069702148,0.013857763556776523,10,log2,"{'max_depth': 10, 'max_features': 'log2'}",0.7917242954540678,0.7914686389575531,0.7913913711298615,0.7915531896559512,0.7908946415787308,0.7914064273552329,0.0002787834125569777,19,0.792942811708541,0.7932252290908006,0.7928742677499537,0.7926291849390603,0.793115456032937,0.7929573899042585,0.0002057002899318973
39.5056930065155,1.7726514846255934,0.5118827819824219,0.008655155308205903,10,2,"{'max_depth': 10, 'max_features': 2}",0.7915647299591237,0.7914589063683448,0.7907177402332699,0.7915121125818998,0.7903140619429359,0.7911135102171147,0.0005054766117785482,21,0.7923713384652676,0.792912348593704,0.7922387475747269,0.7924546994473803,0.7924213388292398,0.7924796945820637,0.00022848026296622538
68.36841468811035,4.318468498965573,0.5146151065826416,0.01404175096283491,10,4,"{'max_depth': 10, 'max_features': 4}",0.7913137532712804,0.7912747774735465,0.7909879780191933,0.7914876625399221,0.7904493153315815,0.7911026973271047,0.0003639843279957092,22,0.792509350014337,0.7930695873886191,0.7926650228860663,0.7927519876718336,0.7928788173198562,0.7927749530561424,0.00019013374352623468
95.66754837036133,2.3482795121928963,0.5160593509674072,0.013106929978669952,10,6,"{'max_depth': 10, 'max_features': 6}",0.7911475994032467,0.7909954435566604,0.7905605872561072,0.7912085416507838,0.7903723025774093,0.7908568948888415,0.0003316589256300119,23,0.7924943669572011,0.7931514036417174,0.7925683388432108,0.7926283561702974,0.7929619256578411,0.7927608782540535,0.00025242501292085625
126.13198852539062,6.77803460161858,0.5119349479675293,0.0037783624276234076,10,8,"{'max_depth': 10, 'max_features': 8}",0.7914156019646843,0.7905179630186175,0.7904485211746739,0.7911447423988683,0.7901555419226824,0.7907364740959053,0.0004681973590239925,24,0.792777455808319,0.7927084958362461,0.7922829220929197,0.7926374812423354,0.7929110277075169,0.7926634765374674,0.00021061672956973395
78.36156716346741,3.2230878800716236,0.7027330875396729,0.01584165899770809,20,sqrt,"{'max_depth': 20, 'max_features': 'sqrt'}",0.8137900305220821,0.8135900832948344,0.8134779704525922,0.8134364838369754,0.8129191879495192,0.8134427512112007,0.0002890355779347994,9,0.8664834450932407,0.8668507727052537,0.8666909167121889,0.8664757872132371,0.8675602659334674,0.8668122375314777,0.0003992626892360574
