mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_max_depth,param_max_features,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
62.77826972007752,4.347110246185305,0.2914649486541748,0.013897318284701839,balanced,20,log2,"{'class_weight': 'balanced', 'max_depth': 20, 'max_features': 'log2'}",0.7187138146570732,0.718834018070211,0.718865541656428,0.718487574673149,0.7180688635523584,0.718593962521844,0.00029420867732509235,4,0.8130457836625109,0.8135770856904663,0.8149900693844282,0.8143490185435693,0.8135730890961543,0.8139070092754258,0.0006827083135885986
65.75780730247497,3.5896221651060025,0.35620622634887694,0.06651699488422591,balanced,20,sqrt,"{'class_weight': 'balanced', 'max_depth': 20, 'max_features': 'sqrt'}",0.7187138146570732,0.718834018070211,0.718865541656428,0.718487574673149,0.7180688635523584,0.718593962521844,0.00029420867732509235,4,0.8130457836625109,0.8135770856904663,0.8149900693844282,0.8143490185435693,0.8135730890961543,0.8139070092754258,0.0006827083135885986
421.55647139549257,7.201517803554673,0.2821941375732422,0.027158395175215705,balanced,20,,"{'class_weight': 'balanced', 'max_depth': 20, 'max_features': None}",0.7170468435815189,0.7178014111639253,0.7177077932067989,0.7170201081807033,0.7159389779920162,0.7171030268249925,0.0006661118232550978,7,0.8138368218355208,0.8172347669005766,0.8165115515468819,0.8163751071042212,0.8150904627781663,0.8158097420330733,0.0012043792494724885
73.57657709121705,4.000316104835113,0.49975948333740233,0.08869749311198798,balanced,25,log2,"{'class_weight': 'balanced', 'max_depth': 25, 'max_features': 'log2'}",0.7242508637319423,0.7229765704055422,0.7222230881697368,0.7225981895620429,0.7222339579501963,0.7228565339638922,0.0007502213735057179,1,0.9052779507536001,0.9061321915267868,0.9065576843211696,0.9046069482178845,0.9055055159406905,0.9056160581520263,0.0006779222013621353
74.04061303138732,4.093854080251664,0.6363012313842773,0.0781597694851609,balanced,25,sqrt,"{'class_weight': 'balanced', 'max_depth': 25, 'max_features': 'sqrt'}",0.7242508637319423,0.7229765704055422,0.7222230881697368,0.7225981895620429,0.7222339579501963,0.7228565339638922,0.0007502213735057179,1,0.9052779507536001,0.9061321915267868,0.9065576843211696,0.9046069482178845,0.9055055159406905,0.9056160581520263,0.0006779222013621353
500.3975784778595,11.28722957539918,0.3675358295440674,0.03260483650897499,balanced,25,,"{'class_weight': 'balanced', 'max_depth': 25, 'max_features': None}",0.722452608438834,0.7212862343844411,0.7215094432150454,0.7211750425751141,0.7212625709570857,0.721537179914104,0.00047080906932367564,3,0.8892753415325039,0.8918079746653231,0.8908061301569482,0.8903589155343197,0.8902185773116047,0.89049338784014,0.0008250074803103459
78.55261778831482,6.783862197566438,0.5605742931365967,0.13910389451800256,balanced,30,log2,"{'class_weight': 'balanced', 'max_depth': 30, 'max_features': 'log2'}",0.7172618263275794,0.7158146954282802,0.7151771283219841,0.7166634780945093,0.7161050422251235,0.7162044340794953,0.0007135729605878476,8,0.9592215585063688,0.9592874801653968,0.9594851591469151,0.9578729354374087,0.9593961462737436,0.9590526559059664,0.0005967337080072778
75.15899538993835,1.4391280205935755,0.6008165836334228,0.18612769329976842,balanced,30,sqrt,"{'class_weight': 'balanced', 'max_depth': 30, 'max_features': 'sqrt'}",0.7172618263275794,0.7158146954282802,0.7151771283219841,0.7166634780945093,0.7161050422251235,0.7162044340794953,0.0007135729605878476,8,0.9592215585063688,0.9592874801653968,0.9594851591469151,0.9578729354374087,0.9593961462737436,0.9590526559059664,0.0005967337080072778
546.2727420806884,35.877056893993036,0.44452996253967286,0.06823148632160729,balanced,30,,"{'class_weight': 'balanced', 'max_depth': 30, 'max_features': None}",0.7194100264731711,0.7168830498745558,0.7170410856485435,0.7176814574430486,0.7185564925413859,0.7179144223961409,0.0009518197990164337,6,0.9350169382597308,0.9358883441989044,0.9354951719265191,0.9342749241158615,0.9355335533553355,0.9352417863712702,0.0005572698684248428
78.62707424163818,5.751719114304937,0.5569737911224365,0.037281115028592986,balanced,35,log2,"{'class_weight': 'balanced', 'max_depth': 35, 'max_features': 'log2'}",0.7091437559841335,0.7080961720453703,0.706505871806057,0.7080903265599836,0.7083430451772126,0.7080358343145514,0.0008566521188951592,11,0.9833013111596894,0.9834058345754875,0.9835110154816287,0.9837143861582175,0.9837951268207467,0.983545534839154,0.000185018853389863
80.20293965339661,3.2749885471136992,0.7930001735687255,0.16212345462120617,balanced,35,sqrt,"{'class_weight': 'balanced', 'max_depth': 35, 'max_features': 'sqrt'}",0.7091437559841335,0.7080961720453703,0.706505871806057,0.7080903265599836,0.7083430451772126,0.7080358343145514,0.0008566521188951592,11,0.9833013111596894,0.9834058345754875,0.9835110154816287,0.9837143861582175,0.9837951268207467,0.983545534839154,0.000185018853389863
568.2466539859772,19.184511167663565,0.4916416645050049,0.05382510484559844,balanced,35,,"{'class_weight': 'balanced', 'max_depth': 35, 'max_features': None}",0.7132826700250215,0.7104804746681261,0.7101793328191413,0.7119711372047821,0.7126525557456839,0.711713234092551,0.001207022555261402,10,0.9614916866739964,0.9618666616769268,0.9622678794919548,0.9613648758132677,0.9618862222341971,0.9617754651780686,0.0003200530110051518
